order_item_id,order_id,product_id,quantity,unit_price
3124,1027,10,3,281.25
3126,1027,87,2,401.08
3127,1027,69,4,392.64
3128,1028,2,2,479.65
3129,1028,118,1,470.52
3130,1029,102,4,427.89
3131,1029,16,4,480.27
3133,1029,6,4,315.33
3134,1030,148,4,345.76
3135,1030,92,2,418.99
3136,1030,68,1,369.21
3138,1031,144,2,468.43
3139,1031,83,5,438.68
3140,1032,13,3,351.94
3141,1032,35,3,333.03
3142,1033,80,4,481.83
3143,1033,73,4,465.69
3144,1034,71,5,482.46
3145,1034,3,1,196.01
3146,1034,75,5,426.03
3147,1034,67,2,281.75
3149,1035,94,1,424.77
3150,1035,67,3,281.75
3151,1035,38,2,119.72
3152,1036,7,2,418.65
3153,1036,75,5,426.03
3154,1036,84,2,283.77
3155,1036,134,1,95.29
3156,1037,21,4,337.13
3157,1037,119,4,52.3
3158,1037,95,4,247.95
3159,1037,114,2,425.21
3161,1038,113,4,322.09
3162,1038,49,2,445.94
3163,1039,93,5,339.53
3164,1039,93,5,339.53
3165,1039,5,3,163.55
3166,1040,124,5,276.53
3167,1040,93,2,339.53
3168,1041,59,3,438.04
3169,1041,17,1,478.91
3170,1041,37,1,369.28
3171,1041,79,3,277.05
3173,1042,108,1,227.68
3174,1043,54,5,300.28
3176,1043,122,3,224.36
3177,1043,138,1,393.93
3178,1044,80,5,481.83
3179,1045,97,5,253.73
3180,1045,46,5,332.25
3181,1045,37,1,369.28
3183,1045,90,1,95.48
3184,1046,34,5,71.27
3185,1046,107,5,53.99
3186,1046,97,3,253.73
3188,1047,119,4,52.3
3190,1047,134,2,95.29
3195,1049,29,1,92.01
3196,1049,102,4,427.89
3197,1049,31,4,446.59
3198,1049,148,1,345.76
3199,1050,119,1,52.3
3200,1050,131,4,85.82
3201,1050,145,2,130.39
3202,1050,104,5,102.05
3203,1050,65,2,428.21
3208,1052,31,4,446.59
3209,1052,43,1,409.53
3210,1052,121,2,329.14
3211,1052,94,2,424.77
3212,1052,71,3,482.46
3213,1053,89,3,279.5
3215,1054,137,5,120.24
3216,1055,134,3,95.29
3217,1055,110,1,290.54
3219,1055,89,1,279.5
3220,1056,83,1,438.68
3221,1056,17,4,478.91
3222,1056,112,3,193.63
3223,1056,68,3,369.21
3224,1056,55,5,105.16
3225,1057,60,2,395.83
3226,1057,122,3,224.36
3227,1057,61,3,215.62
3228,1057,47,1,242.12
3229,1058,104,3,102.05
3230,1058,93,2,339.53
3231,1058,4,4,259.58
3232,1058,82,2,254.07
3238,1061,41,5,291.42
3239,1061,135,2,351.73
3240,1061,52,4,89.43
3241,1061,22,4,324.11
3242,1062,25,4,167.53
3243,1062,140,2,40.34
3244,1062,138,3,393.93
3245,1063,20,2,84.67
3246,1063,85,2,342.39
3247,1063,70,2,401.42
3248,1063,44,2,253.41
3249,1063,69,5,392.64
3250,1064,115,4,328.24
3251,1065,68,4,369.21
3252,1065,39,2,197.11
3253,1066,79,3,277.05
3255,1068,46,5,332.25
3257,1068,141,5,414.98
3264,1071,85,3,342.39
3265,1071,9,4,359.85
3266,1071,59,4,438.04
3267,1071,2,2,479.65
3268,1072,5,2,163.55
3269,1072,24,5,54.52
3270,1072,67,4,281.75
3272,1073,118,3,470.52
3274,1074,145,1,130.39
3275,1075,100,2,276.54
3276,1075,37,3,369.28
3278,1076,103,3,408.02
3279,1077,70,2,401.42
3280,1077,87,2,401.08
3282,1077,108,5,227.68
3283,1077,133,3,145.92
3289,1079,90,5,95.48
3290,1079,29,1,92.01
3291,1079,149,4,50.24
3292,1079,103,2,408.02
3293,1080,51,3,473.89
3294,1080,143,2,262.96
3295,1080,143,1,262.96
3296,1081,73,1,465.69
3297,1081,121,4,329.14
3302,1084,77,2,47.99
3303,1084,16,2,480.27
3304,1084,52,3,89.43
3305,1084,48,3,26.36
3306,1085,25,4,167.53
3307,1086,43,5,409.53
3308,1086,104,1,102.05
3309,1086,140,3,40.34
3311,1086,119,2,52.3
3312,1087,15,3,239.62
3313,1087,149,1,50.24
3314,1087,111,3,180.78
3315,1088,136,3,97.04
3316,1088,139,5,168.47
3317,1089,136,5,97.04
3318,1089,11,1,228.31
3319,1089,139,5,168.47
3320,1089,111,4,180.78
3321,1089,149,1,50.24
3322,1090,118,4,470.52
3323,1090,72,1,48.63
3324,1090,112,3,193.63
3325,1090,82,4,254.07
3326,1090,42,4,260.75
3327,1091,59,5,438.04
3328,1091,105,1,92.42
3329,1091,79,4,277.05
3330,1092,130,5,276.37
3331,1092,91,5,121.26
3332,1092,69,2,392.64
3333,1092,64,1,207.38
3334,1092,49,1,445.94
3335,1093,17,4,478.91
3336,1094,66,2,378.71
3337,1094,83,4,438.68
3340,1096,58,3,449.0
3341,1096,27,1,357.54
3342,1096,68,5,369.21
3343,1097,103,5,408.02
3344,1097,68,5,369.21
3345,1097,52,1,89.43
3347,1098,135,5,351.73
3348,1099,66,2,378.71
3349,1099,25,4,167.53
3350,1099,125,1,317.37
3351,1099,149,5,50.24
3352,1100,125,2,317.37
3353,1100,122,1,224.36
3354,1100,4,3,259.58
3355,1100,8,4,325.05
3356,1101,114,5,425.21
3357,1101,15,2,239.62
3358,1102,109,3,175.35
3359,1102,39,2,197.11
3360,1102,131,1,85.82
3361,1103,60,4,395.83
3362,1103,72,1,48.63
3363,1104,1,2,61.79
3364,1104,33,5,328.68
3365,1104,140,1,40.34
3366,1104,116,4,391.58
3367,1104,85,4,342.39
3368,1105,122,5,224.36
3369,1105,107,2,53.99
3370,1105,22,3,324.11
3371,1106,135,5,351.73
3372,1106,19,5,108.98
3373,1106,139,2,168.47
3374,1106,73,1,465.69
3375,1107,40,5,56.1
3376,1108,140,1,40.34
3377,1108,106,3,393.74
3378,1108,8,1,325.05
3379,1108,141,4,414.98
3380,1108,106,5,393.74
3381,1109,53,1,313.49
3382,1109,121,2,329.14
3383,1109,104,3,102.05
3384,1109,39,4,197.11
3385,1109,101,3,96.04
3386,1110,30,1,446.19
3387,1110,105,1,92.42
3388,1110,97,2,253.73
3389,1111,24,2,54.52
3390,1111,116,3,391.58
3391,1111,49,4,445.94
3392,1111,140,5,40.34
3393,1112,13,1,351.94
3394,1112,10,1,281.25
3395,1112,135,2,351.73
3396,1112,62,2,145.22
3397,1113,75,1,426.03
3398,1114,85,5,342.39
3399,1114,103,5,408.02
3400,1114,54,5,300.28
3401,1115,28,1,439.55
3403,1115,34,4,71.27
3404,1116,85,1,342.39
3405,1116,86,2,38.44
3406,1116,77,5,47.99
3407,1117,72,4,48.63
3408,1117,110,5,290.54
3409,1117,123,1,333.46
3410,1117,62,5,145.22
3411,1117,75,4,426.03
3412,1118,39,1,197.11
3413,1118,42,1,260.75
3415,1119,8,5,325.05
3417,1119,92,5,418.99
3418,1119,83,5,438.68
3419,1119,78,2,295.11
3420,1120,133,4,145.92
3421,1121,60,4,395.83
3422,1121,51,2,473.89
3423,1121,78,4,295.11
3424,1121,116,4,391.58
3425,1122,145,2,130.39
3426,1122,139,2,168.47
3428,1123,83,4,438.68
3429,1123,10,2,281.25
3431,1123,69,4,392.64
3432,1124,123,5,333.46
3433,1124,62,5,145.22
3434,1125,66,4,378.71
3435,1125,45,3,109.7
3436,1125,55,4,105.16
3437,1126,36,4,379.82
3438,1126,110,1,290.54
3439,1126,106,3,393.74
3440,1127,45,5,109.7
3441,1127,86,3,38.44
3442,1127,111,4,180.78
3443,1127,131,5,85.82
3444,1127,19,1,108.98
3445,1128,5,2,163.55
3446,1128,81,3,289.58
3447,1128,111,3,180.78
3449,1129,65,2,428.21
3450,1130,16,2,480.27
3451,1131,144,3,468.43
3452,1131,62,2,145.22
3453,1131,100,3,276.54
3455,1132,140,2,40.34
3456,1132,54,3,300.28
3457,1132,114,2,425.21
3458,1132,145,5,130.39
3459,1133,144,3,468.43
3460,1134,75,1,426.03
3462,1134,41,5,291.42
3463,1134,14,1,305.25
3464,1134,33,5,328.68
3465,1135,149,3,50.24
3466,1135,49,3,445.94
3467,1136,4,1,259.58
3468,1136,1,2,61.79
3469,1136,19,3,108.98
3470,1137,107,1,53.99
3471,1137,89,3,279.5
3473,1137,21,2,337.13
3474,1138,16,1,480.27
3475,1139,54,1,300.28
3476,1139,61,2,215.62
3477,1139,65,1,428.21
3478,1140,61,5,215.62
3479,1140,140,2,40.34
3480,1140,121,5,329.14
3481,1140,117,4,209.92
3482,1141,139,3,168.47
3483,1141,58,3,449.0
3484,1141,126,1,454.92
3485,1142,56,5,304.73
3486,1142,42,1,260.75
3487,1142,55,5,105.16
3488,1142,1,4,61.79
3489,1142,112,1,193.63
3490,1143,27,2,357.54
3491,1144,23,4,364.17
3492,1144,140,3,40.34
3493,1145,138,4,393.93
3494,1146,129,2,153.31
3495,1146,119,1,52.3
3501,1148,114,5,425.21
3502,1148,57,1,51.13
3503,1148,42,4,260.75
3504,1148,5,1,163.55
3505,1149,25,2,167.53
3506,1149,126,4,454.92
3507,1149,89,2,279.5
3508,1150,101,5,96.04
3509,1151,48,1,26.36
3510,1151,14,2,305.25
3511,1151,90,2,95.48
3512,1151,53,5,313.49
3513,1152,64,3,207.38
3514,1152,25,3,167.53
3515,1152,78,2,295.11
3516,1152,124,2,276.53
3517,1153,144,3,468.43
3518,1153,36,2,379.82
3519,1154,34,5,71.27
3520,1155,2,4,479.65
3521,1155,120,2,264.37
3522,1155,85,5,342.39
3523,1156,64,5,207.38
3524,1157,2,4,479.65
3525,1157,12,5,269.74
3526,1157,64,1,207.38
3527,1158,74,2,473.13
3528,1158,139,1,168.47
3529,1158,80,3,481.83
3530,1158,27,1,357.54
3531,1158,119,1,52.3
3532,1159,81,1,289.58
3533,1159,35,1,333.03
3536,1160,138,5,393.93
3537,1161,100,1,276.54
3538,1162,83,3,438.68
3539,1162,44,3,253.41
3540,1162,4,5,259.58
3542,1163,135,2,351.73
3543,1163,117,5,209.92
3544,1163,44,5,253.41
3545,1163,29,1,92.01
3546,1164,33,2,328.68
3547,1165,144,2,468.43
3548,1165,52,5,89.43
3549,1166,23,2,364.17
3550,1166,130,2,276.37
3551,1166,56,1,304.73
3552,1167,83,3,438.68
3553,1167,105,5,92.42
3554,1167,77,3,47.99
3555,1168,131,1,85.82
3556,1168,21,5,337.13
3557,1168,72,5,48.63
3558,1168,12,2,269.74
3559,1169,139,4,168.47
3560,1169,143,4,262.96
3561,1169,74,3,473.13
3562,1170,33,3,328.68
3563,1170,141,1,414.98
3564,1170,29,2,92.01
3565,1170,74,1,473.13
3566,1170,11,2,228.31
3567,1171,93,4,339.53
3568,1171,125,1,317.37
3569,1171,34,5,71.27
3570,1171,107,3,53.99
3571,1171,68,2,369.21
3572,1172,123,2,333.46
3573,1172,48,4,26.36
3574,1172,89,5,279.5
3575,1172,7,4,418.65
3576,1172,43,5,409.53
3577,1173,88,3,127.89
3578,1173,131,5,85.82
3579,1174,80,4,481.83
3580,1175,86,5,38.44
3581,1175,137,3,120.24
3582,1175,42,1,260.75
3583,1175,39,5,197.11
3587,1177,53,4,313.49
3588,1177,55,4,105.16
3589,1177,124,3,276.53
3590,1178,107,1,53.99
3591,1179,8,1,325.05
3592,1180,77,5,47.99
3593,1180,95,4,247.95
3594,1180,25,1,167.53
3595,1180,54,2,300.28
3596,1181,67,2,281.75
3597,1181,47,4,242.12
3598,1182,120,1,264.37
3599,1182,106,1,393.74
3600,1183,34,4,71.27
3603,1185,141,2,414.98
3604,1185,23,2,364.17
3605,1186,51,3,473.89
3606,1186,80,1,481.83
3607,1187,86,2,38.44
3608,1187,93,1,339.53
3610,1188,51,1,473.89
3611,1189,57,4,51.13
3612,1189,135,2,351.73
3613,1190,149,3,50.24
3615,1190,3,3,196.01
3616,1190,86,3,38.44
3617,1191,102,5,427.89
3618,1192,42,1,260.75
3619,1192,17,4,478.91
3621,1193,78,1,295.11
3622,1194,37,1,369.28
3623,1194,74,2,473.13
3624,1195,6,1,315.33
3625,1195,135,2,351.73
3626,1196,126,2,454.92
3628,1196,133,4,145.92
3631,1197,33,1,328.68
3632,1198,108,2,227.68
3633,1198,140,4,40.34
3635,1199,42,2,260.75
3636,1199,84,3,283.77
3637,1200,149,1,50.24
3638,1201,20,2,84.67
3639,1201,95,5,247.95
3640,1201,59,3,438.04
3641,1202,49,3,445.94
3642,1202,142,2,127.35
3643,1202,150,5,34.59
3644,1202,69,5,392.64
3645,1202,89,2,279.5
3647,1204,101,3,96.04
3648,1204,64,4,207.38
3650,1205,45,3,109.7
3651,1206,29,3,92.01
3652,1207,37,4,369.28
3653,1208,68,5,369.21
3654,1208,109,3,175.35
3655,1208,40,2,56.1
3656,1208,57,2,51.13
3657,1208,69,5,392.64
3658,1209,64,3,207.38
3659,1209,48,4,26.36
3660,1209,119,4,52.3
3661,1209,60,1,395.83
3662,1209,18,3,7.49
3663,1210,96,2,376.33
3664,1211,6,1,315.33
3665,1211,16,1,480.27
3666,1211,45,5,109.7
3667,1211,15,1,239.62
3668,1211,53,3,313.49
3669,1212,132,4,44.21
3670,1212,92,3,418.99
3671,1212,104,3,102.05
3672,1212,40,5,56.1
3673,1212,31,2,446.59
3677,1215,140,2,40.34
3678,1216,110,2,290.54
3679,1217,150,2,34.59
3680,1218,69,5,392.64
3681,1219,116,5,391.58
3682,1219,48,3,26.36
3683,1219,66,3,378.71
3684,1219,12,2,269.74
3685,1219,101,5,96.04
3686,1220,145,4,130.39
3687,1220,110,5,290.54
3688,1221,3,2,196.01
3689,1222,92,2,418.99
3690,1222,117,2,209.92
3691,1223,42,2,260.75
3692,1223,36,4,379.82
3693,1223,108,1,227.68
3695,1224,101,4,96.04
3696,1224,53,3,313.49
3698,1224,10,5,281.25
3699,1225,48,5,26.36
3700,1225,95,3,247.95
3701,1225,18,4,7.49
3702,1225,47,5,242.12
3703,1225,149,1,50.24
3704,1226,54,5,300.28
3705,1226,116,1,391.58
3706,1226,86,1,38.44
3707,1226,51,4,473.89
3708,1226,46,5,332.25
3709,1227,150,3,34.59
3710,1227,102,2,427.89
3711,1228,64,4,207.38
3712,1228,1,4,61.79
3713,1228,54,1,300.28
3714,1229,129,1,153.31
3715,1230,7,5,418.65
3716,1230,103,4,408.02
3717,1230,13,3,351.94
3718,1230,20,2,84.67
3719,1230,114,3,425.21
3720,1231,44,2,253.41
3721,1232,85,5,342.39
3722,1232,103,5,408.02
3723,1232,150,2,34.59
3724,1233,60,4,395.83
3725,1233,58,4,449.0
3726,1234,16,2,480.27
3727,1235,56,3,304.73
3728,1235,74,4,473.13
3729,1235,52,1,89.43
3731,1236,105,4,92.42
3732,1236,129,2,153.31
3733,1236,34,3,71.27
3734,1236,77,1,47.99
3736,1237,134,5,95.29
3737,1238,85,5,342.39
3738,1238,52,5,89.43
3739,1238,75,5,426.03
3740,1238,132,2,44.21
3741,1239,19,5,108.98
3742,1239,23,4,364.17
3743,1239,79,4,277.05
3746,1241,124,4,276.53
3747,1241,116,1,391.58
3748,1241,22,1,324.11
3749,1242,112,3,193.63
3750,1242,41,2,291.42
3751,1242,136,3,97.04
3752,1243,18,1,7.49
3753,1243,97,1,253.73
3754,1243,106,3,393.74
3755,1243,33,5,328.68
3756,1244,35,4,333.03
3757,1245,116,2,391.58
3758,1245,92,4,418.99
3763,1247,102,2,427.89
3764,1247,3,4,196.01
3765,1247,115,5,328.24
3766,1247,133,3,145.92
3767,1248,58,5,449.0
3768,1248,141,2,414.98
3769,1248,67,1,281.75
3776,1251,80,5,481.83
3777,1251,111,2,180.78
3778,1252,119,2,52.3
3779,1252,142,4,127.35
3780,1252,69,4,392.64
3782,1253,49,4,445.94
3783,1254,123,1,333.46
3784,1254,48,5,26.36
3785,1254,24,4,54.52
3786,1255,51,1,473.89
3787,1255,81,4,289.58
3788,1255,3,2,196.01
3789,1255,45,1,109.7
3790,1256,84,3,283.77
3791,1256,147,4,294.42
3792,1256,1,2,61.79
3793,1256,69,3,392.64
3794,1257,121,2,329.14
3795,1257,77,3,47.99
3796,1257,104,2,102.05
3797,1257,145,1,130.39
3798,1258,36,2,379.82
3799,1258,88,4,127.89
3800,1259,129,1,153.31
3801,1259,130,5,276.37
3802,1260,95,4,247.95
3803,1261,100,1,276.54
3804,1262,70,1,401.42
3805,1262,71,1,482.46
3806,1262,27,3,357.54
3807,1263,34,4,71.27
3808,1263,13,4,351.94
3810,1263,102,1,427.89
3812,1264,54,2,300.28
3813,1264,33,4,328.68
3814,1264,52,1,89.43
3815,1265,45,5,109.7
3816,1265,139,5,168.47
3817,1265,85,1,342.39
3818,1265,73,4,465.69
3820,1267,149,4,50.24
3821,1267,93,3,339.53
3822,1267,11,5,228.31
3823,1267,132,2,44.21
3824,1267,84,5,283.77
3825,1268,7,1,418.65
3826,1268,143,3,262.96
3827,1268,65,1,428.21
3828,1268,90,3,95.48
3830,1270,132,1,44.21
3832,1270,84,2,283.77
3833,1271,111,2,180.78
3834,1271,145,1,130.39
3835,1271,38,4,119.72
3836,1272,60,1,395.83
3837,1272,35,1,333.03
3838,1272,145,1,130.39
3839,1272,57,4,51.13
3840,1272,95,4,247.95
3843,1274,4,1,259.58
3844,1274,70,4,401.42
3845,1274,115,5,328.24
3846,1274,32,3,385.75
3847,1274,118,1,470.52
3848,1275,92,2,418.99
3849,1275,36,2,379.82
3850,1275,123,5,333.46
3851,1275,40,4,56.1
3854,1277,36,1,379.82
3855,1278,78,3,295.11
3856,1278,8,5,325.05
3857,1278,122,4,224.36
3858,1278,122,5,224.36
3859,1279,112,1,193.63
3860,1279,112,4,193.63
3861,1279,49,1,445.94
3862,1279,73,3,465.69
3863,1279,37,4,369.28
3864,1280,33,5,328.68
3865,1280,36,3,379.82
3866,1281,111,5,180.78
3867,1282,150,1,34.59
3868,1282,85,1,342.39
3869,1282,62,4,145.22
3870,1282,133,3,145.92
3871,1283,87,3,401.08
3872,1283,115,5,328.24
3873,1283,6,1,315.33
3874,1284,67,1,281.75
3875,1284,131,3,85.82
3876,1284,104,3,102.05
3877,1284,118,1,470.52
3878,1284,113,4,322.09
3879,1285,75,2,426.03
3880,1285,27,5,357.54
3881,1285,73,3,465.69
3882,1285,88,1,127.89
3883,1285,122,3,224.36
3884,1286,6,3,315.33
3885,1287,45,5,109.7
3886,1287,14,2,305.25
3887,1287,74,3,473.13
3888,1287,40,2,56.1
3889,1287,40,3,56.1
3890,1288,11,2,228.31
3891,1288,28,4,439.55
3892,1288,113,5,322.09
3893,1288,147,5,294.42
3894,1289,109,5,175.35
3895,1290,139,3,168.47
3896,1290,68,1,369.21
3897,1290,9,4,359.85
3898,1291,37,3,369.28
3899,1291,32,2,385.75
3900,1291,111,3,180.78
3901,1291,46,3,332.25
3902,1292,118,4,470.52
3903,1292,86,4,38.44
3904,1292,102,4,427.89
3905,1292,136,5,97.04
3906,1293,53,5,313.49
3907,1294,38,1,119.72
3908,1294,102,3,427.89
3909,1295,105,2,92.42
3910,1295,84,5,283.77
3911,1295,15,3,239.62
3912,1296,80,1,481.83
3913,1297,68,1,369.21
3914,1297,9,4,359.85
3915,1297,83,2,438.68
3916,1298,102,4,427.89
3917,1298,92,5,418.99
3918,1298,61,4,215.62
3919,1299,131,5,85.82
3920,1299,149,2,50.24
3921,1299,37,3,369.28
3922,1299,123,4,333.46
3923,1300,94,5,424.77
3924,1300,4,2,259.58
3926,1301,107,5,53.99
3927,1301,95,1,247.95
3929,1301,144,4,468.43
3933,1303,102,5,427.89
3938,1305,67,2,281.75
3939,1305,48,3,26.36
3940,1305,25,2,167.53
3941,1305,114,4,425.21
3942,1305,18,2,7.49
3944,1306,88,2,127.89
3945,1306,123,5,333.46
3946,1307,117,1,209.92
3947,1308,85,4,342.39
3948,1308,131,1,85.82
3949,1308,108,5,227.68
3951,1309,71,5,482.46
3952,1309,75,3,426.03
3953,1309,76,2,309.52
3954,1309,70,2,401.42
3955,1310,28,4,439.55
3956,1310,148,4,345.76
3957,1311,94,3,424.77
3958,1311,122,2,224.36
3959,1312,110,3,290.54
3960,1312,20,1,84.67
3961,1312,51,1,473.89
3963,1313,140,2,40.34
3964,1314,66,1,378.71
3965,1314,118,5,470.52
3966,1314,132,2,44.21
3967,1314,28,4,439.55
3968,1314,112,4,193.63
3969,1315,110,2,290.54
3971,1316,96,2,376.33
3972,1317,78,4,295.11
3973,1317,110,1,290.54
3974,1317,51,1,473.89
3975,1317,116,5,391.58
3976,1317,4,5,259.58
3977,1318,116,1,391.58
3978,1319,60,3,395.83
3979,1319,97,4,253.73
3980,1319,76,1,309.52
3981,1320,56,2,304.73
3982,1321,39,4,197.11
3983,1321,52,3,89.43
3984,1322,105,4,92.42
3985,1322,86,3,38.44
3986,1322,104,1,102.05
3987,1322,95,3,247.95
3988,1323,69,4,392.64
3989,1323,33,2,328.68
3990,1323,119,3,52.3
3991,1323,53,3,313.49
3992,1323,31,3,446.59
3993,1324,149,2,50.24
3995,1325,120,2,264.37
3996,1325,60,4,395.83
3997,1326,150,3,34.59
3998,1327,6,2,315.33
3999,1327,11,1,228.31
4000,1327,36,3,379.82
4001,1328,46,1,332.25
4002,1329,46,3,332.25
4003,1329,130,3,276.37
4004,1329,75,3,426.03
4005,1329,54,5,300.28
4006,1330,88,2,127.89
4007,1330,144,1,468.43
4008,1330,66,5,378.71
4010,1331,53,2,313.49
4011,1331,117,2,209.92
4014,1333,140,2,40.34
4017,1335,18,3,7.49
4018,1336,101,4,96.04
4019,1336,60,5,395.83
4020,1336,89,1,279.5
4021,1336,49,4,445.94
4022,1336,88,1,127.89
4023,1337,55,4,105.16
4024,1337,76,2,309.52
4025,1338,148,5,345.76
4027,1338,80,4,481.83
4028,1338,141,2,414.98
4029,1338,116,1,391.58
4035,1340,137,2,120.24
4036,1340,54,3,300.28
4037,1340,102,1,427.89
4038,1340,84,5,283.77
4039,1341,94,4,424.77
4040,1341,45,3,109.7
4041,1341,80,5,481.83
4042,1341,125,5,317.37
4043,1342,119,4,52.3
4045,1342,43,5,409.53
4047,1343,57,2,51.13
4048,1343,107,1,53.99
4049,1343,41,2,291.42
4050,1343,45,3,109.7
4052,1344,121,1,329.14
4053,1345,144,5,468.43
4054,1345,59,3,438.04
4055,1345,18,3,7.49
4056,1346,37,3,369.28
4057,1346,12,3,269.74
4058,1346,32,4,385.75
4059,1347,25,1,167.53
4060,1347,100,4,276.54
4061,1347,93,5,339.53
4062,1347,92,1,418.99
4063,1347,131,5,85.82
4064,1348,70,5,401.42
4065,1348,96,1,376.33
4066,1348,115,4,328.24
4067,1349,103,5,408.02
4068,1350,44,5,253.41
4069,1351,94,4,424.77
4070,1351,34,1,71.27
4071,1351,65,1,428.21
4077,1354,23,1,364.17
4078,1355,84,2,283.77
4079,1355,21,4,337.13
4080,1355,129,2,153.31
4081,1355,11,2,228.31
4082,1355,130,1,276.37
4083,1356,82,5,254.07
4084,1356,122,3,224.36
4086,1357,32,2,385.75
4088,1357,88,2,127.89
4089,1357,58,5,449.0
4090,1358,13,2,351.94
4091,1358,108,4,227.68
4092,1359,14,2,305.25
4093,1360,97,3,253.73
4094,1360,148,2,345.76
4095,1360,26,5,404.81
4096,1360,149,5,50.24
4097,1361,66,5,378.71
4098,1361,76,1,309.52
4099,1361,33,3,328.68
4100,1361,68,3,369.21
4101,1361,93,3,339.53
4102,1362,131,3,85.82
4103,1362,59,1,438.04
4104,1362,61,4,215.62
4105,1362,67,4,281.75
4106,1362,113,3,322.09
4107,1363,1,2,61.79
4108,1363,36,4,379.82
4109,1363,18,4,7.49
4110,1364,42,5,260.75
4112,1365,49,3,445.94
4113,1365,46,2,332.25
4114,1365,95,5,247.95
4115,1365,149,1,50.24
4116,1365,70,5,401.42
4117,1366,66,5,378.71
4118,1366,49,3,445.94
4119,1366,114,1,425.21
4120,1366,56,2,304.73
4121,1367,7,4,418.65
4123,1368,129,1,153.31
4124,1368,43,5,409.53
4125,1369,13,5,351.94
4126,1370,42,5,260.75
4127,1370,147,3,294.42
4128,1370,24,4,54.52
4129,1370,92,1,418.99
4130,1371,6,4,315.33
4131,1371,25,4,167.53
4132,1371,56,5,304.73
4133,1372,61,4,215.62
4134,1372,140,5,40.34
4135,1372,46,1,332.25
4136,1372,122,1,224.36
4137,1373,53,1,313.49
4138,1374,10,3,281.25
4139,1374,41,2,291.42
4140,1374,87,3,401.08
4141,1375,24,5,54.52
4142,1375,58,3,449.0
4143,1375,66,4,378.71
4144,1375,124,4,276.53
4145,1375,86,3,38.44
4146,1376,110,3,290.54
4147,1376,70,4,401.42
4148,1376,131,2,85.82
4150,1376,82,1,254.07
4151,1377,120,5,264.37
4152,1377,132,3,44.21
4153,1378,110,5,290.54
4154,1378,145,3,130.39
4155,1379,15,2,239.62
4156,1379,104,4,102.05
4157,1379,116,4,391.58
4159,1379,113,5,322.09
4160,1380,57,3,51.13
4161,1380,145,3,130.39
4162,1380,3,5,196.01
4163,1380,99,5,192.82
4164,1380,53,2,313.49
4165,1381,74,1,473.13
4166,1382,19,4,108.98
4167,1382,57,5,51.13
4168,1382,24,1,54.52
4169,1383,118,4,470.52
4170,1383,60,1,395.83
4171,1383,115,3,328.24
4172,1383,103,4,408.02
4173,1383,119,2,52.3
4178,1385,18,3,7.49
4179,1385,119,4,52.3
4180,1385,73,4,465.69
4181,1385,39,3,197.11
4182,1385,85,4,342.39
4183,1386,6,3,315.33
4184,1386,100,2,276.54
4185,1386,22,2,324.11
4187,1387,76,2,309.52
4188,1387,59,3,438.04
4190,1388,28,4,439.55
4191,1389,133,4,145.92
4192,1389,16,3,480.27
4193,1389,99,4,192.82
4194,1390,112,5,193.63
4195,1390,66,4,378.71
4196,1390,66,5,378.71
4197,1390,89,1,279.5
4198,1390,29,4,92.01
4199,1391,134,2,95.29
4200,1391,120,3,264.37
4202,1392,71,1,482.46
4203,1393,60,5,395.83
4204,1393,142,2,127.35
4206,1394,107,3,53.99
4207,1394,2,5,479.65
4208,1394,120,5,264.37
4209,1394,3,1,196.01
4210,1394,136,2,97.04
4211,1395,141,4,414.98
4212,1395,148,5,345.76
4213,1396,36,1,379.82
4214,1396,24,3,54.52
4215,1396,125,4,317.37
4216,1396,106,5,393.74
4217,1397,114,1,425.21
4218,1397,118,5,470.52
4219,1397,21,2,337.13
4220,1397,57,3,51.13
4221,1398,130,5,276.37
4222,1398,35,3,333.03
4223,1399,122,5,224.36
4224,1399,131,2,85.82
4225,1399,145,2,130.39
4227,1400,103,4,408.02
4228,1400,54,1,300.28
4229,1401,99,4,192.82
4231,1401,89,5,279.5
4232,1401,95,4,247.95
4233,1402,41,4,291.42
4234,1402,30,4,446.19
4235,1402,106,5,393.74
4236,1403,149,4,50.24
4237,1403,18,5,7.49
4238,1403,150,3,34.59
4239,1403,45,4,109.7
4240,1404,32,1,385.75
4241,1404,108,4,227.68
4242,1405,85,4,342.39
4243,1405,91,5,121.26
4244,1405,140,4,40.34
4245,1405,21,2,337.13
4247,1406,33,1,328.68
4248,1406,44,1,253.41
4249,1407,110,2,290.54
4252,1409,126,3,454.92
4253,1409,89,1,279.5
4254,1409,94,2,424.77
4255,1409,91,4,121.26
4256,1410,87,4,401.08
4257,1410,92,2,418.99
4258,1411,105,2,92.42
4259,1411,70,3,401.42
4260,1411,67,3,281.75
4262,1411,125,5,317.37
4263,1412,38,5,119.72
4265,1412,135,3,351.73
4266,1412,9,4,359.85
4267,1412,106,1,393.74
4268,1413,131,4,85.82
4269,1413,125,2,317.37
4271,1414,110,3,290.54
4272,1414,95,2,247.95
4276,1416,80,5,481.83
4277,1416,76,3,309.52
4278,1416,126,2,454.92
4279,1416,84,4,283.77
4280,1417,56,2,304.73
4281,1418,107,5,53.99
4282,1418,126,4,454.92
4283,1418,62,2,145.22
4284,1418,95,2,247.95
4285,1418,115,4,328.24
4287,1419,125,1,317.37
4288,1419,144,1,468.43
4289,1419,15,3,239.62
4290,1420,47,4,242.12
